ENSG_ID	GeneName	chrom	pLI	loeuf	zscore_mis	zscore_syn	Haploinsufficiency_Score	Haploinsufficiency_Description	Triplosensitivity_Score	Triplosensitivity_Description	FUSIL	DDD_HI_percentage	known_developmental_disorder_genes	RVIS	omim_class	DOMINO	pHI	SCoNeS	f_parameter	shet_det	shet_drift	GDI	ncRVIS	ncGERP
ENSG00000163995	ABLIM2	chr4	0.0	0.47	0.17	-1.35	NA	NA	NA	NA	NA	NA	0.0	-0.136090628	Background	0.10467816	NA	0.85	0.348502584	0.046568	0.045776	74.03715	NA	-0.628464862
ENSG00000173210	ABLIM3	chr5	0.0	0.59	0.7	1.09	NA	NA	NA	NA	NA	NA	0.0	0.799766061	Background	0.08000599	NA	0.966	0.429476806	0.017027	0.012189	169.47144	-0.596093012994541	1.198028806
ENSG00000175164	ABO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000159842	ABR	chr17	0.63	0.36	3.89	-0.52	0.0	No evidence available	0.0	No evidence available	NA	NA	0.0	-1.013767752	Background	0.98655243	NA	0.534	0.24836136	0.171285	0.154724	211.79342	0.124864327382446	0.806955186
ENSG00000174429	ABRA	chr8	0.0	1.17	-0.15	-1.41	NA	NA	NA	NA	NA	NA	0.0	-0.082531917	Background	0.13225496	0.22	0.876	0.654011458	0.01742	0.011265	236.44111	-0.895810234077726	0.118426658
ENSG00000146386	ABRACL	chr6	0.24	1.37	0.41	-0.16	NA	NA	NA	NA	NA	NA	0.0	0.075563388	Background	0.13436125	NA	0.776	0.367244921	0.031105	0.021673	5.13654	-0.230264418185527	0.848553846
ENSG00000163322	ABRAXAS1	chr4	0.0	1.01	0.04	-0.43	0.0	No evidence available	0.0	No evidence available	NA	NA	0.0	-0.049469535	Background	0.2291688	NA	0.954	0.553304534	0.011303	0.00821	1881.46106	0.207470839570269	-0.350080075
ENSG00000165660	ABRAXAS2	chr10	0.02	0.6	1.11	0.56	NA	NA	NA	NA	VP	37.08	0.0	-0.312996175	Background	0.12617104	NA	0.932	0.424867903	0.018428	0.012335	45.54009	-0.360084231053762	1.322410578
ENSG00000146109	ABT1	chr6	0.02	1.01	0.17	-0.58	NA	NA	NA	NA	NA	NA	0.0	-0.52519303	Background	0.09583002	0.446	0.908	0.421756359	0.045572	0.030719	111.4994	0.104221009429355	-0.569927527
ENSG00000114626	ABTB1	chr3	0.0	0.76	0.34	-1.0	NA	NA	NA	NA	NA	NA	0.0	0.382939391	Background	0.06984679	0.258	0.994	0.506727993	NA	NA	77.50912	NA	-0.298184161
ENSG00000166016	ABTB2	chr11	0.0	0.46	1.23	0.94	NA	NA	NA	NA	VP	30.16	0.0	-0.227705312	Background	0.16751982	0.494	0.908	0.338491525	0.058641	0.056423	1552.92717	0.160426068990225	0.218955278
