node1_ID	node1_name	node1_type	node2_ID	node2_name	node2_type	EdgeType	EdgeScore	EdgeDirection	cell	source
ENSG00000133703	KRAS	GENE	ENSG00000172680	MOS	GENE	SL	0.446	child-child	DLD-1	GenomeRNAi
ENSG00000133703	KRAS	GENE	ENSG00000030066	NUP160	GENE	SL	0.488	child-child	DLD-1	GenomeRNAi
ENSG00000133703	KRAS	GENE	ENSG00000137501	SYTL2	GENE	SL	0.75	child-child		RNAi Screen
ENSG00000133703	KRAS	GENE	ENSG00000176845	METRNL	GENE	SL	0.443	child-child	DLD-1	GenomeRNAi
ENSG00000133703	KRAS	GENE	ENSG00000087095	NLK	GENE	SL	0.75	child-child		RNAi Screen
ENSG00000133703	KRAS	GENE	ENSG00000116221	MRPL37	GENE	SL	0.5	child-child		High Throughput
ENSG00000133703	KRAS	GENE	ENSG00000108854	SMURF2	GENE	SL	0.455	child-child	DLD-1	GenomeRNAi
ENSG00000133703	KRAS	GENE	ENSG00000165632	TAF3	GENE	SL	0.5	child-child		High Throughput
ENSG00000133703	KRAS	GENE	ENSG00000125447	GGA3	GENE	SL	0.5	child-child		High Throughput
ENSG00000133703	KRAS	GENE	ENSG00000019991	HGF	GENE	SL	0.5	child-child		High Throughput
ENSG00000133703	KRAS	GENE	ENSG00000115942	ORC2	GENE	SL	0.5	child-child		High Throughput
ENSG00000133703	KRAS	GENE	ENSG00000092200	RPGRIP1	GENE	SL	0.75	child-child		RNAi Screen
ENSG00000133703	KRAS	GENE	ENSG00000131732	ZCCHC9	GENE	SL	0.5	child-child		High Throughput
ENSG00000133703	KRAS	GENE	ENSG00000131408	NR1H2	GENE	SL	0.446	child-child	DLD-1	GenomeRNAi
ENSG00000133703	KRAS	GENE	ENSG00000164830	OXR1	GENE	SL	0.5	child-child		High Throughput
ENSG00000133703	KRAS	GENE	ENSG00000166037	CEP57	GENE	SL	0.5	child-child		High Throughput
ENSG00000133703	KRAS	GENE	ENSG00000178093	TSSK6	GENE	SL	0.75	child-child		RNAi Screen
ENSG00000133703	KRAS	GENE	ENSG00000187514	PTMA	GENE	SL	0.5	child-child		High Throughput
ENSG00000133703	KRAS	GENE	ENSG00000143248	RGS5	GENE	SL	0.482	child-child	DLD-1	GenomeRNAi
ENSG00000133703	KRAS	GENE	ENSG00000117000	RLF	GENE	SL	0.75	child-child		RNAi Screen
ENSG00000133703	KRAS	GENE	ENSG00000273611	ZNHIT3	GENE	SL	0.443	child-child	DLD-1	GenomeRNAi
ENSG00000133703	KRAS	GENE	ENSG00000198862	LTN1	GENE	SL	0.5	child-child		High Throughput
ENSG00000133703	KRAS	GENE	ENSG00000169740	ZNF32	GENE	SL	0.446	child-child	DLD-1	GenomeRNAi
ENSG00000133703	KRAS	GENE	ENSG00000204435	CSNK2B	GENE	SL	0.5	child-child		High Throughput
ENSG00000133703	KRAS	GENE	ENSG00000169371	SNUPN	GENE	SL	0.473	child-child	DLD-1	GenomeRNAi
ENSG00000133703	KRAS	GENE	ENSG00000171174	RBKS	GENE	SL	0.75	child-child		RNAi Screen
ENSG00000133703	KRAS	GENE	ENSG00000083290	ULK2	GENE	SL	0.75	child-child		RNAi Screen
ENSG00000133703	KRAS	GENE	ENSG00000133706	LARS1	GENE	SL	0.5	child-child		High Throughput
ENSG00000133703	KRAS	GENE	ENSG00000151224	MAT1A	GENE	SL	0.5	child-child		High Throughput
ENSG00000133703	KRAS	GENE	ENSG00000278299	TBC1D3C	GENE	SL	0.5	child-child		High Throughput
ENSG00000133703	KRAS	GENE	ENSG00000125731	SH2D3A	GENE	SL	0.75	child-child		RNAi Screen
ENSG00000133703	KRAS	GENE	ENSG00000131023	LATS1	GENE	SL	0.75	child-child		RNAi Screen
ENSG00000133703	KRAS	GENE	ENSG00000152332	UHMK1	GENE	SL	0.44	child-child	DLD-1	GenomeRNAi
ENSG00000133703	KRAS	GENE	ENSG00000151092	NGLY1	GENE	SL	0.455	child-child	DLD-1	GenomeRNAi
ENSG00000133703	KRAS	GENE	ENSG00000128040	SPINK2	GENE	SL	0.473	child-child	DLD-1	GenomeRNAi
ENSG00000133703	KRAS	GENE	ENSG00000177414	UBE2U	GENE	SL	0.44	child-child	DLD-1	GenomeRNAi
ENSG00000133703	KRAS	GENE	ENSG00000176105	YES1	GENE	SL	0.443	child-child	DLD-1	GenomeRNAi
ENSG00000133703	KRAS	GENE	ENSG00000165271	NOL6	GENE	SL	0.503	child-child	DLD-1	GenomeRNAi
ENSG00000133703	KRAS	GENE	ENSG00000136891	TEX10	GENE	SL	0.5	child-child		High Throughput
ENSG00000133703	KRAS	GENE	ENSG00000170801	HTRA3	GENE	SL	0.5	child-child		High Throughput
ENSG00000133703	KRAS	GENE	ENSG00000119487	MAPKAP1	GENE	SL	0.75	child-child		RNAi Screen
ENSG00000133703	KRAS	GENE	ENSG00000170236	USP50	GENE	SL	0.5	child-child		High Throughput
ENSG00000133703	KRAS	GENE	ENSG00000175556	LONRF3	GENE	SL	0.443	child-child	DLD-1	GenomeRNAi
ENSG00000133703	KRAS	GENE	ENSG00000228716	DHFR	GENE	SL	0.5	child-child		High Throughput
ENSG00000133703	KRAS	GENE	ENSG00000157764	BRAF	GENE	SL	0.75	child-child		RNAi Screen
ENSG00000133703	KRAS	GENE	ENSG00000148296	SURF6	GENE	SL	0.5	child-child		High Throughput
ENSG00000133703	KRAS	GENE	ENSG00000231500	RPS18	GENE	SL	0.5	child-child		High Throughput
ENSG00000133703	KRAS	GENE	ENSG00000078328	RBFOX1	GENE	SL	0.5	child-child		High Throughput
ENSG00000133703	KRAS	GENE	ENSG00000132109	TRIM21	GENE	SL	0.443	child-child	DLD-1	GenomeRNAi
ENSG00000133703	KRAS	GENE	ENSG00000112029	FBXO5	GENE	SL	0.5	child-child		High Throughput
ENSG00000133703	KRAS	GENE	ENSG00000167601	AXL	GENE	SL	0.75	child-child		RNAi Screen
ENSG00000133703	KRAS	GENE	ENSG00000136718	IMP4	GENE	SL	0.5	child-child		High Throughput
ENSG00000133703	KRAS	GENE	ENSG00000141027	NCOR1	GENE	SL	0.449	child-child	DLD-1	GenomeRNAi
ENSG00000133703	KRAS	GENE	ENSG00000170473	PYM1	GENE	SL	0.449	child-child	DLD-1	GenomeRNAi
ENSG00000133703	KRAS	GENE	ENSG00000185252	ZNF74	GENE	SL	0.458	child-child	DLD-1	GenomeRNAi
ENSG00000133703	KRAS	GENE	ENSG00000166986	MARS1	GENE	SL	0.5	child-child		High Throughput
ENSG00000133703	KRAS	GENE	ENSG00000089022	MAPKAPK5	GENE	SL	0.75	child-child		RNAi Screen
ENSG00000133703	KRAS	GENE	ENSG00000116353	MECR	GENE	SL	0.5	child-child		High Throughput
ENSG00000133703	KRAS	GENE	ENSG00000074660	SCARF1	GENE	SL	0.44	child-child	DLD-1	GenomeRNAi
ENSG00000133703	KRAS	GENE	ENSG00000143156	NME7	GENE	SL	0.75	child-child		RNAi Screen
ENSG00000133703	KRAS	GENE	ENSG00000117280	RAB29	GENE	SL	0.443	child-child	DLD-1	GenomeRNAi
ENSG00000133703	KRAS	GENE	ENSG00000161888	SPC24	GENE	SL	0.491	child-child	DLD-1	GenomeRNAi
ENSG00000133703	KRAS	GENE	ENSG00000143257	NR1I3	GENE	SL	0.75	child-child		RNAi Screen
ENSG00000133703	KRAS	GENE	ENSG00000021645	NRXN3	GENE	SL	0.5	child-child		High Throughput
ENSG00000133703	KRAS	GENE	ENSG00000135596	MICAL1	GENE	SL	0.44	child-child	DLD-1	GenomeRNAi
ENSG00000133703	KRAS	GENE	ENSG00000148660	CAMK2G	GENE	SL	0.75	child-child		RNAi Screen
ENSG00000133703	KRAS	GENE	ENSG00000164080	RAD54L2	GENE	SL	0.449	child-child	DLD-1	GenomeRNAi
ENSG00000133703	KRAS	GENE	ENSG00000163545	NUAK2	GENE	SL	0.75	child-child		RNAi Screen
ENSG00000133703	KRAS	GENE	ENSG00000124228	DDX27	GENE	SL	0.5	child-child		High Throughput
ENSG00000133703	KRAS	GENE	ENSG00000136758	YME1L1	GENE	SL	0.464	child-child	DLD-1	GenomeRNAi
ENSG00000133703	KRAS	GENE	ENSG00000184470	TXNRD2	GENE	SL	0.5	child-child		High Throughput
ENSG00000133703	KRAS	GENE	ENSG00000110851	PRDM4	GENE	SL	0.464	child-child	DLD-1	GenomeRNAi
ENSG00000133703	KRAS	GENE	ENSG00000198612	COPS8	GENE	SL	0.75	child-child		RNAi Screen
ENSG00000133703	KRAS	GENE	ENSG00000099875	MKNK2	GENE	SL	0.75	child-child		RNAi Screen
ENSG00000133703	KRAS	GENE	ENSG00000124541	RRP36	GENE	SL	0.5	child-child		High Throughput
ENSG00000133703	KRAS	GENE	ENSG00000182107	TMEM30B	GENE	SL	0.452	child-child	DLD-1	GenomeRNAi
ENSG00000133703	KRAS	GENE	ENSG00000149923	PPP4C	GENE	SL	0.5	child-child		High Throughput
ENSG00000133703	KRAS	GENE	ENSG00000117020	AKT3	GENE	SL	0.75	child-child		RNAi Screen
ENSG00000133703	KRAS	GENE	ENSG00000205208	C4orf46	GENE	SL	0.458	child-child	DLD-1	GenomeRNAi
ENSG00000133703	KRAS	GENE	ENSG00000115694	STK25	GENE	SL	0.75	child-child		RNAi Screen
ENSG00000133703	KRAS	GENE	ENSG00000143816	WNT9A	GENE	SL	0.449	child-child	DLD-1	GenomeRNAi
ENSG00000133703	KRAS	GENE	ENSG00000185883	ATP6V0C	GENE	SL	0.5	child-child		High Throughput
ENSG00000133703	KRAS	GENE	ENSG00000126226	PCID2	GENE	SL	0.452	child-child	DLD-1	GenomeRNAi
ENSG00000133703	KRAS	GENE	ENSG00000065882	TBC1D1	GENE	SL	0.452	child-child	DLD-1	GenomeRNAi
ENSG00000133703	KRAS	GENE	ENSG00000183018	SPNS2	GENE	SL	0.5	child-child		High Throughput
ENSG00000133703	KRAS	GENE	ENSG00000198060	MARCHF5	GENE	SL	0.455	child-child	DLD-1	GenomeRNAi
ENSG00000133703	KRAS	GENE	ENSG00000110422	HIPK3	GENE	SL	0.75	child-child		RNAi Screen
ENSG00000133703	KRAS	GENE	ENSG00000131626	PPFIA1	GENE	SL	0.461	child-child	DLD-1	GenomeRNAi
ENSG00000133703	KRAS	GENE	ENSG00000116874	WARS2	GENE	SL	0.5	child-child		High Throughput
ENSG00000133703	KRAS	GENE	ENSG00000255423	EBLN2	GENE	SL	0.75	child-child		RNAi Screen
ENSG00000133703	KRAS	GENE	ENSG00000103047	TANGO6	GENE	SL	0.5	child-child		High Throughput
ENSG00000133703	KRAS	GENE	ENSG00000188976	NOC2L	GENE	SL	0.5	child-child		High Throughput
ENSG00000133703	KRAS	GENE	ENSG00000159593	NAE1	GENE	SL	0.75	child-child		RNAi Screen
ENSG00000133703	KRAS	GENE	ENSG00000165733	BMS1	GENE	SL	0.5	child-child		High Throughput
ENSG00000133703	KRAS	GENE	ENSG00000174231	PRPF8	GENE	SL	0.5	child-child		High Throughput
ENSG00000133703	KRAS	GENE	ENSG00000070366	SMG6	GENE	SL	0.5	child-child		High Throughput
ENSG00000133703	KRAS	GENE	ENSG00000117676	RPS6KA1	GENE	SL	0.75	child-child		RNAi Screen
ENSG00000133703	KRAS	GENE	ENSG00000132155	RAF1	GENE	SL	0.75	child-child		RNAi Screen
ENSG00000133703	KRAS	GENE	ENSG00000048392	RRM2B	GENE	SL	0.446	child-child	DLD-1	GenomeRNAi
ENSG00000133703	KRAS	GENE	ENSG00000166143	PPP1R14D	GENE	SL	0.75	child-child		RNAi Screen
ENSG00000133703	KRAS	GENE	ENSG00000213923	CSNK1E	GENE	SL	0.75	child-child		RNAi Screen
ENSG00000133703	KRAS	GENE	ENSG00000120837	NFYB	GENE	SL	0.5	child-child		High Throughput
ENSG00000133703	KRAS	GENE	ENSG00000184343	SRPK3	GENE	SL	0.44	child-child	DLD-1	GenomeRNAi
ENSG00000133703	KRAS	GENE	ENSG00000184076	UQCR10	GENE	SL	0.75	child-child		RNAi Screen
ENSG00000133703	KRAS	GENE	ENSG00000146221	TCTE1	GENE	SL	0.443	child-child	DLD-1	GenomeRNAi
ENSG00000133703	KRAS	GENE	ENSG00000123815	COQ8B	GENE	SL	0.75	child-child		RNAi Screen
ENSG00000133703	KRAS	GENE	ENSG00000175390	EIF3F	GENE	SL	0.452	child-child	DLD-1	GenomeRNAi
ENSG00000133703	KRAS	GENE	ENSG00000117400	MPL	GENE	SL	0.455	child-child	DLD-1	GenomeRNAi
ENSG00000133703	KRAS	GENE	ENSG00000171428	NAT1	GENE	SL	0.5	child-child		High Throughput
ENSG00000133703	KRAS	GENE	ENSG00000278540	ACACA	GENE	SL	0.5	child-child		High Throughput
ENSG00000133703	KRAS	GENE	ENSG00000204628	RACK1	GENE	SL	0.75	child-child		RNAi Screen
ENSG00000133703	KRAS	GENE	ENSG00000214078	CPNE1	GENE	SL	0.75	child-child		RNAi Screen
ENSG00000133703	KRAS	GENE	ENSG00000115268	RPS15	GENE	SL	0.458	child-child	DLD-1	GenomeRNAi
ENSG00000133703	KRAS	GENE	ENSG00000249811	USP17L21	GENE	SL	0.5	child-child		High Throughput
ENSG00000133703	KRAS	GENE	ENSG00000167508	MVD	GENE	SL	0.5	child-child		High Throughput
ENSG00000133703	KRAS	GENE	ENSG00000132846	ZBED3	GENE	SL	0.5	child-child		High Throughput
ENSG00000133703	KRAS	GENE	ENSG00000156110	ADK	GENE	SL	0.75	child-child		RNAi Screen
ENSG00000133703	KRAS	GENE	ENSG00000204386	NEU1	GENE	SL	0.443	child-child	DLD-1	GenomeRNAi
ENSG00000133703	KRAS	GENE	ENSG00000172771	EFCAB12	GENE	SL	0.75	child-child		RNAi Screen
ENSG00000133703	KRAS	GENE	ENSG00000119844	AFTPH	GENE	SL	0.5	child-child		High Throughput
ENSG00000133703	KRAS	GENE	ENSG00000130413	STK33	GENE	SL	0.75	child-child		RNAi Screen
ENSG00000133703	KRAS	GENE	ENSG00000100030	MAPK1	GENE	SL	0.5	child-child		High Throughput
ENSG00000133703	KRAS	GENE	ENSG00000198373	WWP2	GENE	SL	0.75	child-child		RNAi Screen
ENSG00000133703	KRAS	GENE	ENSG00000133422	MORC2	GENE	SL	0.5	child-child		High Throughput
ENSG00000133703	KRAS	GENE	ENSG00000179091	CYC1	GENE	SL	0.5	child-child		High Throughput
ENSG00000133703	KRAS	GENE	ENSG00000065923	SLC9A7	GENE	SL	0.458	child-child	DLD-1	GenomeRNAi
ENSG00000133703	KRAS	GENE	ENSG00000145626	UGT3A1	GENE	SL	0.44	child-child	DLD-1	GenomeRNAi
ENSG00000133703	KRAS	GENE	ENSG00000071246	VASH1	GENE	SL	0.5	child-child		High Throughput
ENSG00000133703	KRAS	GENE	ENSG00000175449	RFESD	GENE	SL	0.5	child-child		High Throughput
ENSG00000133703	KRAS	GENE	ENSG00000138071	ACTR2	GENE	SL	0.75	child-child		RNAi Screen
ENSG00000133703	KRAS	GENE	ENSG00000103549	RNF40	GENE	SL	0.75	child-child		RNAi Screen
ENSG00000133703	KRAS	GENE	ENSG00000143748	NVL	GENE	SL	0.47	child-child	DLD-1	GenomeRNAi
ENSG00000133703	KRAS	GENE	ENSG00000180138	CSNK1A1L	GENE	SL	0.75	child-child		RNAi Screen
ENSG00000133703	KRAS	GENE	ENSG00000019549	SNAI2	GENE	SL	0.75	child-child		RNAi Screen
ENSG00000133703	KRAS	GENE	ENSG00000198055	GRK6	GENE	SL	0.75	child-child		RNAi Screen
ENSG00000133703	KRAS	GENE	ENSG00000108061	SHOC2	GENE	SL	0.5	child-child		High Throughput
ENSG00000133703	KRAS	GENE	ENSG00000100890	PRORP	GENE	SL	0.5	child-child		High Throughput
ENSG00000133703	KRAS	GENE	ENSG00000114670	NEK11	GENE	SL	0.75	child-child		RNAi Screen
ENSG00000133703	KRAS	GENE	ENSG00000196917	HCAR1	GENE	SL	0.75	child-child		RNAi Screen
ENSG00000133703	KRAS	GENE	ENSG00000065883	CDK13	GENE	SL	0.75	child-child		RNAi Screen
ENSG00000133703	KRAS	GENE	ENSG00000107593	PKD2L1	GENE	SL	0.449	child-child	DLD-1	GenomeRNAi
ENSG00000133703	KRAS	GENE	ENSG00000135828	RNASEL	GENE	SL	0.75	child-child		RNAi Screen
ENSG00000133703	KRAS	GENE	ENSG00000179912	R3HDM2	GENE	SL	0.449	child-child	DLD-1	GenomeRNAi
ENSG00000133703	KRAS	GENE	ENSG00000123080	CDKN2C	GENE	SL	0.75	child-child		RNAi Screen
ENSG00000133703	KRAS	GENE	ENSG00000196632	WNK3	GENE	SL	0.446	child-child	DLD-1	GenomeRNAi
ENSG00000133703	KRAS	GENE	ENSG00000198833	UBE2J1	GENE	SL	0.5	child-child		High Throughput
ENSG00000133703	KRAS	GENE	ENSG00000105647	PIK3R2	GENE	SL	0.75	child-child		RNAi Screen
ENSG00000133703	KRAS	GENE	ENSG00000163515	RETNLB	GENE	SL	0.461	child-child	DLD-1	GenomeRNAi
ENSG00000133703	KRAS	GENE	ENSG00000155438	NIFK	GENE	SL	0.458	child-child	DLD-1	GenomeRNAi
ENSG00000133703	KRAS	GENE	ENSG00000161011	SQSTM1	GENE	SL	0.44	child-child	DLD-1	GenomeRNAi
ENSG00000133703	KRAS	GENE	ENSG00000181284	TMEM102	GENE	SL	0.458	child-child	DLD-1	GenomeRNAi
ENSG00000133703	KRAS	GENE	ENSG00000118181	RPS25	GENE	SL	0.449	child-child	DLD-1	GenomeRNAi
ENSG00000133703	KRAS	GENE	ENSG00000157404	KIT	GENE	SL	0.75	child-child		RNAi Screen
ENSG00000133703	KRAS	GENE	ENSG00000118680	MYL12B	GENE	SL	0.458	child-child	DLD-1	GenomeRNAi
ENSG00000133703	KRAS	GENE	ENSG00000158714	SLAMF8	GENE	SL	0.5	child-child		High Throughput
ENSG00000133703	KRAS	GENE	ENSG00000198668	CALM1	GENE	SL	0.75	child-child		RNAi Screen
ENSG00000133703	KRAS	GENE	ENSG00000107185	RGP1	GENE	SL	0.75	child-child		RNAi Screen
ENSG00000133703	KRAS	GENE	ENSG00000113068	PFDN1	GENE	SL	0.455	child-child	DLD-1	GenomeRNAi
ENSG00000133703	KRAS	GENE	ENSG00000213096	ZNF254	GENE	SL	0.458	child-child	DLD-1	GenomeRNAi
ENSG00000133703	KRAS	GENE	ENSG00000005889	ZFX	GENE	SL	0.449	child-child	DLD-1	GenomeRNAi
ENSG00000133703	KRAS	GENE	ENSG00000115687	PASK	GENE	SL	0.75	child-child		RNAi Screen
ENSG00000133703	KRAS	GENE	ENSG00000157881	PANK4	GENE	SL	0.75	child-child		RNAi Screen
ENSG00000133703	KRAS	GENE	ENSG00000141564	RPTOR	GENE	SL	0.5	child-child		High Throughput
ENSG00000133703	KRAS	GENE	ENSG00000183718	TRIM52	GENE	SL	0.452	child-child	DLD-1	GenomeRNAi
ENSG00000133703	KRAS	GENE	ENSG00000056487	PHF21B	GENE	SL	0.461	child-child	DLD-1	GenomeRNAi
ENSG00000133703	KRAS	GENE	ENSG00000106028	SSBP1	GENE	SL	0.5	child-child		High Throughput
ENSG00000133703	KRAS	GENE	ENSG00000111981	ULBP1	GENE	SL	0.5	child-child		High Throughput
ENSG00000133703	KRAS	GENE	ENSG00000214290	COLCA2	GENE	SL	0.5	child-child		High Throughput
