node1_ID	node1_transcript	node1_prot_ID	node1_name	node1_chr	node1_start	node1_end	paralog_ID	paralog_prot_ID	paralog_name	paralog_chr	paralog_start	paralog_end	identity_target_to_query	identity_query_to_target
YDL245C	YDL245C_mRNA	YDL245C	HXT15	IV	11657	13360	YJL214W	YJL214W	HXT8	X	26887.0	28596.0	52.0282	51.8453
YDL245C	YDL245C_mRNA	YDL245C	HXT15	IV	11657	13360	YHR096C	YHR096C	HXT5	VIII	294669.0	296447.0	49.3827	47.2973
YDL245C	YDL245C_mRNA	YDL245C	HXT15	IV	11657	13360	YDR342C	YDR342C	HXT7	IV	1154216.0	1155928.0	55.9083	55.614
YDL245C	YDL245C_mRNA	YDL245C	HXT15	IV	11657	13360	YHR094C	YHR094C	HXT1	VIII	290913.0	292625.0	52.2046	51.9298
YDL245C	YDL245C_mRNA	YDL245C	HXT15	IV	11657	13360	YHR092C	YHR092C	HXT4	VIII	287081.0	288811.0	53.4392	52.6042
YDL245C	YDL245C_mRNA	YDL245C	HXT15	IV	11657	13360	YOL156W	YOL156W	HXT11	XV	25273.0	26976.0	51.4991	51.4991
YDL245C	YDL245C_mRNA	YDL245C	HXT15	IV	11657	13360	YDR345C	YDR345C	HXT3	IV	1162957.0	1164660.0	52.0282	52.0282
YDL245C	YDL245C_mRNA	YDL245C	HXT15	IV	11657	13360	YJL219W	YJL219W	HXT9	X	19497.0	21200.0	50.97	50.97
YBR232C	YBR232C_mRNA	YBR232C	NaN	II	683373	683732	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YDR320W-B	YDR320W-B_mRNA	YDR320W-B	NaN	IV	1108484	1108621	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YBR021W	YBR021W_mRNA	YBR021W	FUR4	II	281443	283344	YIR028W	YIR028W	DAL4	IX	408468.0	410375.0	67.2986	67.0866
YBR021W	YBR021W_mRNA	YBR021W	FUR4	II	281443	283344	YBL042C	YBL042C	FUI1	II	138341.0	140260.0	46.2875	45.8529
YBR021W	YBR021W_mRNA	YBR021W	FUR4	II	281443	283344	YOR192C	YOR192C	THI72	XV	698768.0	700567.0	24.3286	25.7095
YBR021W	YBR021W_mRNA	YBR021W	FUR4	II	281443	283344	YOR071C	YOR071C	NRT1	XV	459480.0	461276.0	23.6967	25.0836
YBR021W	YBR021W_mRNA	YBR021W	FUR4	II	281443	283344	YLR237W	YLR237W	THI7	XII	612367.0	614163.0	24.0126	25.4181
YGR014W	YGR014W_mRNA	YGR014W	MSB2	VII	516943	520863	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
tT(AGU)O2	tT(AGU)O2_tRNA	NaN	NaN	XV	354041	354113	tT(AGU)B	tT(AGU)B_tRNA	NaN	II	266378.0	266450.0	100.0	100.0
tT(AGU)O2	tT(AGU)O2_tRNA	NaN	NaN	XV	354041	354113	tT(AGU)O1	tT(AGU)O1_tRNA	NaN	XV	113802.0	113874.0	100.0	100.0
tT(AGU)O2	tT(AGU)O2_tRNA	NaN	NaN	XV	354041	354113	tT(AGU)D	tT(AGU)D_tRNA	NaN	IV	434264.0	434336.0	100.0	100.0
tT(AGU)O2	tT(AGU)O2_tRNA	NaN	NaN	XV	354041	354113	tT(AGU)C	tT(AGU)C_tRNA	NaN	III	295484.0	295556.0	100.0	100.0
tT(AGU)O2	tT(AGU)O2_tRNA	NaN	NaN	XV	354041	354113	tT(AGU)I2	tT(AGU)I2_tRNA	NaN	IX	325748.0	325820.0	100.0	100.0
tT(AGU)O2	tT(AGU)O2_tRNA	NaN	NaN	XV	354041	354113	tT(AGU)N1	tT(AGU)N1_tRNA	NaN	XIV	104805.0	104877.0	100.0	100.0
tT(AGU)O2	tT(AGU)O2_tRNA	NaN	NaN	XV	354041	354113	tT(AGU)J	tT(AGU)J_tRNA	NaN	X	59100.0	59172.0	100.0	100.0
tT(AGU)O2	tT(AGU)O2_tRNA	NaN	NaN	XV	354041	354113	tT(AGU)H	tT(AGU)H_tRNA	NaN	VIII	116107.0	116179.0	100.0	100.0
tT(AGU)O2	tT(AGU)O2_tRNA	NaN	NaN	XV	354041	354113	tT(AGU)I1	tT(AGU)I1_tRNA	NaN	IX	175031.0	175103.0	100.0	100.0
tT(AGU)O2	tT(AGU)O2_tRNA	NaN	NaN	XV	354041	354113	tT(AGU)N2	tT(AGU)N2_tRNA	NaN	XIV	560693.0	560765.0	100.0	100.0
YKL119C	YKL119C_mRNA	YKL119C	VPH2	XI	218570	219217	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPR031W	YPR031W_mRNA	YPR031W	NTO1	XVI	631515	633761	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YKL066W	YKL066W_mRNA	YKL066W	NaN	XI	315281	315724	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YJL076W	YJL076W_mRNA	YJL076W	NET1	X	295245	298814	YKR010C	YKR010C	TOF2	XI	458924.0	461239.0	17.3255	26.7185
YPL174C	YPL174C_mRNA	YPL174C	NIP100	XVI	220167	222773	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YIL003W	YIL003W_mRNA	YIL003W	CFD1	IX	349122	350003	YGL091C	YGL091C	NBP35	VII	342056.0	343042.0	40.273	35.9756
YML066C	YML066C_mRNA	YML066C	SMA2	XIII	140424	141533	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YMR129W	YMR129W_mRNA	YMR129W	POM152	XIII	527804	531817	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YBR140C	YBR140C_mRNA	YBR140C	IRA1	II	517350	526628	YKL092C	YKL092C	BUD2	XI	266145.0	269459.0	5.69211	15.942
YBR140C	YBR140C_mRNA	YBR140C	IRA1	II	517350	526628	YOL081W	YOL081W	IRA2	XV	171070.0	180309.0	45.6016	45.7941
YGR242W	YGR242W_mRNA	YGR242W	NaN	VII	976415	976723	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YKR047W	YKR047W_mRNA	YKR047W	NaN	XI	525257	525562	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YKL029C	YKL029C_mRNA	YKL029C	MAE1	XI	382716	384725	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YLR154C-G	YLR154C-G_mRNA	YLR154C-G	NaN	XII	462522	462671	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL028W	YPL028W_mRNA	YPL028W	ERG10	XVI	498096	499292	YIL160C	YIL160C	POT1	IX	40191.0	41444.0	33.1658	31.6547
YDL235C	YDL235C_mRNA	YDL235C	YPD1	IV	33415	33918	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
tR(ACG)E	tR(ACG)E_tRNA	NaN	NaN	V	492352	492424	tR(ACG)L	tR(ACG)L_tRNA	NaN	XII	374355.0	374427.0	98.6301	98.6301
tR(ACG)E	tR(ACG)E_tRNA	NaN	NaN	V	492352	492424	tR(ACG)K	tR(ACG)K_tRNA	NaN	XI	490968.0	491040.0	100.0	100.0
tR(ACG)E	tR(ACG)E_tRNA	NaN	NaN	V	492352	492424	tR(ACG)O	tR(ACG)O_tRNA	NaN	XV	340299.0	340371.0	100.0	100.0
tR(ACG)E	tR(ACG)E_tRNA	NaN	NaN	V	492352	492424	tR(ACG)D	tR(ACG)D_tRNA	NaN	IV	619969.0	620041.0	100.0	100.0
YER091C	YER091C_mRNA	YER091C	MET6	V	339864	342167	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YMR121C	YMR121C_mRNA	YMR121C	RPL15B	XIII	509734	510348	YLR029C	YLR029C	RPL15A	XII	201976.0	202590.0	99.0196	99.0196
YDR356W	YDR356W_mRNA	YDR356W	SPC110	IV	1186107	1188941	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YDR337W	YDR337W_mRNA	YDR337W	MRPS28	IV	1146319	1147179	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YKL008C	YKL008C_mRNA	YKL008C	LAC1	XI	427295	428551	YHL003C	YHL003C	LAG1	VIII	100648.0	101883.0	69.1388	70.3163
YER055C	YER055C_mRNA	YER055C	HIS1	V	264892	265785	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YFR004W	YFR004W_mRNA	YFR004W	RPN11	VI	153393	154313	YDL216C	YDL216C	RRI1	IV	68997.0	70319.0	21.8954	15.2273
YDR108W	YDR108W_mRNA	YDR108W	TRS85	IV	671269	673365	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YDL200C	YDL200C_mRNA	YDL200C	MGT1	IV	100501	101067	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YJR134C	YJR134C_mRNA	YJR134C	SGM1	X	673729	675852	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q0158	Q0158_rRNA	NaN	21S_RRNA	Mito	58009	62447	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YMR135C	YMR135C_mRNA	YMR135C	GID8	XIII	538689	540056	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YGR012W	YGR012W_mRNA	YGR012W	MCY1	VII	513159	514340	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YNL244C	YNL244C_mRNA	YNL244C	SUI1	XIV	187170	187496	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YCR024C-A	YCR024C-A_mRNA	YCR024C-A	PMP1	III	162945	163067	YEL017C-A	YEL017C-A	PMP2	V	122798.0	122929.0	95.0	88.3721
YOR027W	YOR027W_mRNA	YOR027W	STI1	XV	381053	382822	YOR057W	YOR057W	SGT1	XV	432186.0	433373.0	5.26316	7.8481
YOR027W	YOR027W_mRNA	YOR027W	STI1	XV	381053	382822	YNL121C	YNL121C	TOM70	XIV	398684.0	400537.0	11.2054	10.6969
YOR027W	YOR027W_mRNA	YOR027W	STI1	XV	381053	382822	YHR117W	YHR117W	TOM71	VIII	342349.0	344268.0	10.1868	9.38967
YBL101C	YBL101C_mRNA	YBL101C	ECM21	II	24946	28299	YPR030W	YPR030W	CSR2	XVI	627880.0	631245.0	34.2883	34.1659
YBL101C	YBL101C_mRNA	YBL101C	ECM21	II	24946	28299	YKR021W	YKR021W	ALY1	XI	479234.0	481981.0	3.93912	4.80874
YBL101C	YBL101C_mRNA	YBL101C	ECM21	II	24946	28299	YJL084C	YJL084C	ALY2	X	274862.0	278002.0	6.17726	6.59656
YBL101C	YBL101C_mRNA	YBL101C	ECM21	II	24946	28299	YOR018W	YOR018W	ROD1	XV	364369.0	366882.0	6.26679	8.3632
YBL101C	YBL101C_mRNA	YBL101C	ECM21	II	24946	28299	YFR022W	YFR022W	ROG3	VI	196833.0	199034.0	5.01343	7.63984
YLL040C	YLL040C_mRNA	YLL040C	VPS13	XII	54211	63645	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YDR181C	YDR181C_mRNA	YDR181C	SAS4	IV	825910	827355	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YML116W-A	YML116W-A_mRNA	YML116W-A	NaN	XIII	37472	37774	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
tG(UCC)O	tG(UCC)O_tRNA	NaN	SUF1	XV	110962	111033	tG(UCC)N	tG(UCC)N_tRNA	SUF6	XIV	96241.0	96312.0	100.0	100.0
tG(UCC)O	tG(UCC)O_tRNA	NaN	SUF1	XV	110962	111033	tG(UCC)G	tG(UCC)G_tRNA	SUF4	VII	779616.0	779687.0	100.0	100.0
tG(UCC)O	tG(UCC)O_tRNA	NaN	SUF1	XV	110962	111033	tG(GCC)J2	tG(GCC)J2_tRNA	SUF23	X	531828.0	531898.0	52.7778	53.5211
tG(UCC)O	tG(UCC)O_tRNA	NaN	SUF1	XV	110962	111033	tG(GCC)F1	tG(GCC)F1_tRNA	SUF20	VI	162228.0	162298.0	52.7778	53.5211
tG(UCC)O	tG(UCC)O_tRNA	NaN	SUF1	XV	110962	111033	tG(GCC)M	tG(GCC)M_tRNA	NaN	XIII	183898.0	183968.0	52.7778	53.5211
tG(UCC)O	tG(UCC)O_tRNA	NaN	SUF1	XV	110962	111033	tG(GCC)B	tG(GCC)B_tRNA	NaN	II	197629.0	197699.0	52.7778	53.5211
tG(UCC)O	tG(UCC)O_tRNA	NaN	SUF1	XV	110962	111033	tG(GCC)P1	tG(GCC)P1_tRNA	NaN	XVI	572269.0	572339.0	52.7778	53.5211
tG(UCC)O	tG(UCC)O_tRNA	NaN	SUF1	XV	110962	111033	tG(GCC)G1	tG(GCC)G1_tRNA	NaN	VII	845649.0	845719.0	52.7778	53.5211
tG(UCC)O	tG(UCC)O_tRNA	NaN	SUF1	XV	110962	111033	tG(CCC)O	tG(CCC)O_tRNA	SUF5	XV	594354.0	594425.0	61.1111	61.1111
tG(UCC)O	tG(UCC)O_tRNA	NaN	SUF1	XV	110962	111033	tG(GCC)E	tG(GCC)E_tRNA	NaN	V	61890.0	61960.0	52.7778	53.5211
tG(UCC)O	tG(UCC)O_tRNA	NaN	SUF1	XV	110962	111033	tG(GCC)O1	tG(GCC)O1_tRNA	NaN	XV	226611.0	226681.0	52.7778	53.5211
tG(UCC)O	tG(UCC)O_tRNA	NaN	SUF1	XV	110962	111033	tG(GCC)C	tG(GCC)C_tRNA	SUF16	III	142701.0	142771.0	52.7778	53.5211
tG(UCC)O	tG(UCC)O_tRNA	NaN	SUF1	XV	110962	111033	tG(GCC)G2	tG(GCC)G2_tRNA	NaN	VII	930953.0	931023.0	52.7778	53.5211
tG(UCC)O	tG(UCC)O_tRNA	NaN	SUF1	XV	110962	111033	tG(GCC)O2	tG(GCC)O2_tRNA	SUF17	XV	282164.0	282234.0	52.7778	53.5211
tG(UCC)O	tG(UCC)O_tRNA	NaN	SUF1	XV	110962	111033	tG(GCC)P2	tG(GCC)P2_tRNA	NaN	XVI	860379.0	860449.0	52.7778	53.5211
tG(UCC)O	tG(UCC)O_tRNA	NaN	SUF1	XV	110962	111033	tG(GCC)F2	tG(GCC)F2_tRNA	NaN	VI	180974.0	181044.0	52.7778	53.5211
tG(UCC)O	tG(UCC)O_tRNA	NaN	SUF1	XV	110962	111033	tG(GCC)J1	tG(GCC)J1_tRNA	NaN	X	396726.0	396796.0	52.7778	53.5211
tG(UCC)O	tG(UCC)O_tRNA	NaN	SUF1	XV	110962	111033	tG(CCC)D	tG(CCC)D_tRNA	SUF3	IV	1257008.0	1257079.0	61.1111	61.1111
tG(UCC)O	tG(UCC)O_tRNA	NaN	SUF1	XV	110962	111033	tG(GCC)D1	tG(GCC)D1_tRNA	NaN	IV	83548.0	83618.0	52.7778	53.5211
tG(UCC)O	tG(UCC)O_tRNA	NaN	SUF1	XV	110962	111033	tG(GCC)D2	tG(GCC)D2_tRNA	NaN	IV	992832.0	992902.0	52.7778	53.5211
YPR096C	YPR096C_mRNA	YPR096C	NaN	XVI	724842	725144	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YJL210W	YJL210W_mRNA	YJL210W	PEX2	X	36919	37734	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YLR216C	YLR216C_mRNA	YLR216C	CPR6	XII	572096	573211	YDR304C	YDR304C	CPR5	IV	1071880.0	1072557.0	22.9111	37.7778
YLR216C	YLR216C_mRNA	YLR216C	CPR6	XII	572096	573211	YHR057C	YHR057C	CPR2	VIII	218226.0	218843.0	21.5633	39.0244
YLR216C	YLR216C_mRNA	YLR216C	CPR6	XII	572096	573211	YDR155C	YDR155C	CPR1	IV	768512.0	769000.0	25.3369	58.0247
YLR216C	YLR216C_mRNA	YLR216C	CPR6	XII	572096	573211	YML078W	YML078W	CPR3	XIII	111002.0	111550.0	25.6065	52.1978
YGL118C	YGL118C_mRNA	YGL118C	NaN	VII	288014	288451	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YMR021C	YMR021C_mRNA	YMR021C	MAC1	XIII	317165	318418	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YNL079C	YNL079C_mRNA	YNL079C	TPM1	XIV	478566	479165	YIL138C	YIL138C	TPM2	IX	89230.0	89715.0	52.7638	65.2174
YBL058W	YBL058W_mRNA	YBL058W	SHP1	II	111437	112708	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YJR127C	YJR127C_mRNA	YJR127C	RSF2	X	658917	663059	YML081W	YML081W	TDA9	XIII	104777.0	108532.0	38.3333	42.2862
YLR088W	YLR088W_mRNA	YLR088W	GAA1	XII	316107	317951	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YKL128C	YKL128C_mRNA	YKL128C	PMU1	XI	200884	201771	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YLR100W	YLR100W_mRNA	YLR100W	ERG27	XII	341810	342853	YDL114W	YDL114W	NaN	IV	255604.0	256530.0	14.121	15.9091
YLR100W	YLR100W_mRNA	YLR100W	ERG27	XII	341810	342853	YLR426W	YLR426W	TDA5	XII	987062.0	988113.0	16.7147	17.7914
YLR100W	YLR100W_mRNA	YLR100W	ERG27	XII	341810	342853	YKR009C	YKR009C	FOX2	XI	454352.0	457054.0	13.2565	5.11111
YKL106C-A	YKL106C-A_mRNA	YKL106C-A	NaN	XI	237147	237266	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YBR080C	YBR080C_mRNA	YBR080C	SEC18	II	398614	400890	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YOR292C	YOR292C_mRNA	YOR292C	NaN	XV	865653	866582	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YNL219C	YNL219C_mRNA	YNL219C	ALG9	XIV	235996	237663	YNR030W	YNR030W	ALG12	XIV	678799.0	680454.0	9.54955	9.61887
YNL219C	YNL219C_mRNA	YNL219C	ALG9	XIV	235996	237663	YGL142C	YGL142C	GPI10	VII	236269.0	238119.0	12.7928	11.526
YNL219C	YNL219C_mRNA	YNL219C	ALG9	XIV	235996	237663	YOR149C	YOR149C	SMP3	XV	609838.0	611388.0	8.46847	9.10853
YPR179C	YPR179C_mRNA	YPR179C	HDA3	XVI	893797	895764	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YOL062C	YOL062C_mRNA	YOL062C	APM4	XV	210520	211995	YPL259C	YPL259C	APM1	XVI	51244.0	52671.0	26.0692	26.9474
YDR540C	YDR540C_mRNA	YDR540C	IRC4	IV	1517136	1517675	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YER087W	YER087W_mRNA	YER087W	AIM10	V	330576	332306	YHR020W	YHR020W	NaN	VIII	143996.0	146062.0	7.29167	6.10465
YER087W	YER087W_mRNA	YER087W	AIM10	V	330576	332306	YIL078W	YIL078W	THS1	IX	212499.0	214703.0	10.5903	8.31063
YOL140W	YOL140W_mRNA	YOL140W	ARG8	XV	58759	60030	YGR019W	YGR019W	UGA1	VII	525229.0	526644.0	17.9669	16.1359
YOL140W	YOL140W_mRNA	YOL140W	ARG8	XV	58759	60030	YLR438W	YLR438W	CAR2	XII	1012501.0	1013775.0	27.896	27.8302
YOL140W	YOL140W_mRNA	YOL140W	ARG8	XV	58759	60030	YNR058W	YNR058W	BIO3	XIV	734291.0	735733.0	23.1678	20.4167
YFL009W	YFL009W_mRNA	YFL009W	CDC4	VI	116145	118484	YIL046W	YIL046W	MET30	IX	268651.0	270573.0	11.6816	14.2188
YFL009W	YFL009W_mRNA	YFL009W	CDC4	VI	116145	118484	YKR036C	YKR036C	CAF4	XI	508702.0	510633.0	10.3979	12.5972
YFL009W	YFL009W_mRNA	YFL009W	CDC4	VI	116145	118484	YJL112W	YJL112W	MDV1	X	205305.0	207449.0	10.9114	11.9048
YFL009W	YFL009W_mRNA	YFL009W	CDC4	VI	116145	118484	YER066W	YER066W	RRT13	V	290242.0	290799.0	17.9718	75.6757
YLL004W	YLL004W_mRNA	YLL004W	ORC3	XII	141073	142923	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YKL057C	YKL057C_mRNA	YKL057C	NUP120	XI	330856	333969	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL130W	YPL130W_mRNA	YPL130W	SPO19	XVI	304387	305058	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YDL046W	YDL046W_mRNA	YDL046W	NPC2	IV	371240	371761	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL072W	YPL072W_mRNA	YPL072W	UBP16	XVI	418512	420011	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
tY(GUA)F1	tY(GUA)F1_tRNA	NaN	SUP11	VI	167437	167525	tY(GUA)O	tY(GUA)O_tRNA	SUP3	XV	288192.0	288280.0	100.0	100.0
tY(GUA)F1	tY(GUA)F1_tRNA	NaN	SUP11	VI	167437	167525	tY(GUA)F2	tY(GUA)F2_tRNA	SUP6	VI	210619.0	210707.0	100.0	100.0
tY(GUA)F1	tY(GUA)F1_tRNA	NaN	SUP11	VI	167437	167525	tY(GUA)D	tY(GUA)D_tRNA	SUP2	IV	946312.0	946400.0	100.0	100.0
tY(GUA)F1	tY(GUA)F1_tRNA	NaN	SUP11	VI	167437	167525	tY(GUA)M2	tY(GUA)M2_tRNA	SUP8	XIII	837928.0	838016.0	100.0	100.0
tY(GUA)F1	tY(GUA)F1_tRNA	NaN	SUP11	VI	167437	167525	tY(GUA)M1	tY(GUA)M1_tRNA	SUP5	XIII	168795.0	168883.0	100.0	100.0
tY(GUA)F1	tY(GUA)F1_tRNA	NaN	SUP11	VI	167437	167525	tY(GUA)J1	tY(GUA)J1_tRNA	SUP7	X	354244.0	354332.0	100.0	100.0
tY(GUA)F1	tY(GUA)F1_tRNA	NaN	SUP11	VI	167437	167525	tY(GUA)J2	tY(GUA)J2_tRNA	SUP4	X	542956.0	543044.0	100.0	100.0
YPR150W	YPR150W_mRNA	YPR150W	NaN	XVI	830999	831520	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YER180C	YER180C_mRNA	YER180C	ISC10	V	549724	550527	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YGL157W	YGL157W_mRNA	YGL157W	ARI1	VII	209006	210049	YGL001C	YGL001C	ERG26	VII	495453.0	496502.0	17.0029	16.9054
YGL157W	YGL157W_mRNA	YGL157W	ARI1	VII	209006	210049	YBR019C	YBR019C	GAL10	II	276253.0	278352.0	14.4092	7.15308
YGL157W	YGL157W_mRNA	YGL157W	ARI1	VII	209006	210049	YGL039W	YGL039W	NaN	VII	423961.0	425007.0	76.0807	75.8621
YGL157W	YGL157W_mRNA	YGL157W	ARI1	VII	209006	210049	YOL151W	YOL151W	GRE2	XV	43694.0	44722.0	55.9078	56.7251
YGL157W	YGL157W_mRNA	YGL157W	ARI1	VII	209006	210049	YDR541C	YDR541C	NaN	IV	1519664.0	1520698.0	53.6023	54.0698
YDR252W	YDR252W_mRNA	YDR252W	BTT1	IV	963412	963861	YPL037C	YPL037C	EGD1	XVI	481428.0	481901.0	48.9933	46.4968
YLR037C	YLR037C_mRNA	YLR037C	PAU23	XII	222685	223059	YLL025W	YLL025W	PAU17	XII	94747.0	95121.0	98.3871	98.3871
YLR037C	YLR037C_mRNA	YLR037C	PAU23	XII	222685	223059	YPL282C	YPL282C	PAU22	XVI	7933.0	8427.0	95.1613	71.9512
YLR037C	YLR037C_mRNA	YLR037C	PAU23	XII	222685	223059	YMR325W	YMR325W	PAU19	XIII	922641.0	923015.0	95.1613	95.1613
YLR037C	YLR037C_mRNA	YLR037C	PAU23	XII	222685	223059	YKL224C	YKL224C	PAU16	XI	1810.0	2181.0	92.7419	93.4959
YLR037C	YLR037C_mRNA	YLR037C	PAU23	XII	222685	223059	YIR041W	YIR041W	PAU15	IX	433929.0	434303.0	94.3548	94.3548
YLR037C	YLR037C_mRNA	YLR037C	PAU23	XII	222685	223059	YJR151C	YJR151C	DAN4	X	712255.0	715740.0	73.3871	7.83807
YLR037C	YLR037C_mRNA	YLR037C	PAU23	XII	222685	223059	YOR394W	YOR394W	PAU21	XV	1082718.0	1083212.0	95.1613	71.9512
YLR037C	YLR037C_mRNA	YLR037C	PAU23	XII	222685	223059	YCR104W	YCR104W	PAU3	III	307801.0	308175.0	94.3548	94.3548
YLR037C	YLR037C_mRNA	YLR037C	PAU23	XII	222685	223059	YJR150C	YJR150C	DAN1	X	708811.0	709707.0	69.3548	28.8591
YLR037C	YLR037C_mRNA	YLR037C	PAU23	XII	222685	223059	YBR301W	YBR301W	PAU24	II	809057.0	809419.0	83.871	86.6667
YLR037C	YLR037C_mRNA	YLR037C	PAU23	XII	222685	223059	YHL046C	YHL046C	PAU13	VIII	11923.0	12285.0	84.6774	87.5
